0,-0.012207,-0.707703,-0.716476
1,0.001938,-0.693649,-0.721481
2,-0.057510,-0.708221,-0.631165
3,-0.004105,-0.679398,-0.735214
4,-0.340500,-0.699951,-0.756821
5,-0.190567,-0.701004,-0.719040
6,-0.346298,-0.713913,-0.623779
7,-0.291885,-0.706055,-0.715210
8,-0.246506,-0.667191,-0.647110
9,-0.490952,-0.711517,-0.647476
10,-0.593887,-0.844650,-0.076035
11,-0.588470,-0.845917,-0.087082
12,-0.558640,-0.771210,0.071152
13,-0.651642,-0.778915,0.199280
14,-0.318039,-0.834808,-0.183426
15,0.127838,-0.914902,-0.627258
16,-0.196732,-0.943954,-0.427734
17,-0.392593,-0.830338,-0.834000
18,0.002121,-0.576767,-0.709229
19,-0.301376,-0.765625,-0.694229
20,-0.316040,-0.706375,-0.571045
21,-0.294296,-0.628036,-0.257889
22,-0.357468,-0.591965,-0.434219
23,-0.721176,-0.624771,-0.232422
24,-0.422516,-0.706894,-0.277161
25,-0.180130,-1.164230,-0.140915
26,-0.467010,-1.011719,-0.496994
27,-0.245255,-1.097473,-0.907196
28,-0.045410,-0.514679,-1.210327
29,0.398041,-0.049530,-0.814484
30,0.341919,-0.138138,-0.265335
31,0.420105,-0.634430,-0.130737
32,0.511719,-0.926544,-0.038162
33,0.397858,-0.912994,-0.040070
34,0.475174,-0.606369,-0.423111
35,0.348587,-0.624634,-0.784805
36,0.432587,-0.877213,-0.820175
37,0.790924,-0.758484,-0.324478
38,0.244370,-0.911560,-0.160141
39,0.535080,-0.852585,-0.465546
40,0.054398,-0.525162,-0.460388
41,0.100525,-0.904251,-0.152985
42,0.459534,-1.120224,-0.105103
43,0.190918,-0.985825,-0.062851
44,0.087280,-0.992874,-0.036926
45,0.436920,-1.267700,0.109512
46,-0.048737,-1.188278,-0.274002
47,-0.083252,-0.503784,-0.189148
48,0.061722,-0.760742,-0.245544
49,0.300171,-1.128738,-0.280228
50,-0.202942,-0.580872,-0.102570
51,0.400620,-1.782013,0.015427
52,-0.176590,-1.336716,0.340179
53,-0.420258,-0.741501,0.081635
54,-0.334076,-0.503067,0.010254
55,0.249084,-1.011154,0.486694
56,0.146576,-1.117340,-0.025635
57,0.552460,-0.858948,0.321960
58,0.190079,-0.871063,0.243454
59,-0.016296,-0.744171,0.742157
60,0.063522,-0.865524,0.167953
61,0.002563,-1.625702,0.179779
62,0.169952,-1.329376,0.482330
63,0.195724,-1.195877,0.587524
64,0.113815,-1.401581,0.156525
65,0.142471,-0.541306,-0.119919
66,-0.254608,0.080322,0.271149
67,-0.228104,-0.831894,0.016693
68,0.759308,-1.982742,0.706711
69,0.344498,-1.126556,-0.062744
70,0.082245,-0.856293,0.249969
71,0.561249,-0.621994,0.313431
72,0.414505,-1.033051,0.491974
73,-0.150681,-0.461273,0.327850
74,-0.351883,-0.316574,0.755478
75,-0.104950,-1.497360,0.820969
76,0.191498,-1.030411,0.476440
77,-0.141296,-0.856247,0.422012
78,0.502350,-1.004150,0.627884
79,0.127167,-0.739990,0.343201
80,-0.182144,-0.719742,0.595917
81,-0.188263,-0.852127,0.750916
82,-0.037018,-0.974091,0.470688
83,0.188904,-1.151398,0.392822
84,0.051270,-0.961716,0.403931
85,-0.010880,-1.212067,-0.252274
86,0.030960,-0.729706,0.476196
87,0.055634,-0.912369,0.256729
88,-0.050568,-0.953278,0.153046
89,0.211685,-1.249725,0.202438
