0,-0.035645,-0.538986,-0.799377
1,-0.022552,-0.628937,-0.828995
2,-0.165268,-0.308899,-0.979935
3,-0.057571,-0.619781,-0.486984
4,-0.005035,-0.575073,-0.551025
5,-0.088409,-0.647110,-0.317612
6,-0.217987,-0.640686,-0.226883
7,-0.388535,-0.529617,-1.152344
8,-0.078690,-0.468887,-1.208954
9,-0.317459,-0.334534,-1.095016
10,-0.191269,-0.280792,-0.929459
11,-0.404938,-0.194489,-1.201965
12,-0.336426,-0.190979,-1.046021
13,-0.829468,-0.347855,-0.693893
14,-0.826309,-0.148392,-0.452362
15,-0.942169,-0.357437,0.102676
16,-0.997681,-0.609680,0.268799
17,-0.754776,-0.557556,0.159988
18,-1.095367,-0.422455,0.321869
19,-1.059097,-0.412506,0.283463
20,-0.722504,-0.637283,0.471375
21,-0.661987,-0.506516,0.754868
22,-0.625443,-0.632019,0.630966
23,-0.540100,-0.938156,0.176620
24,-0.323654,-0.776337,0.321625
25,-0.813858,-0.796860,0.426147
26,-1.133041,-1.538666,0.670853
27,-0.229095,-1.339264,0.566940
28,-0.431213,-0.496719,0.328720
29,-0.570343,-0.033997,0.320038
30,-0.917847,0.238495,-0.030899
31,-0.697174,0.416702,0.067001
32,-0.486664,-0.067368,-0.035217
33,-0.845810,-0.176880,0.041504
34,-1.032852,-0.720535,-0.257706
35,-0.977097,-0.467346,-0.119461
36,-0.911255,-0.820831,0.328766
37,-0.553955,-0.348404,0.457443
38,-0.906967,-0.626236,0.351013
39,-0.850235,-0.578491,0.064835
40,-0.740311,-0.757675,0.052689
41,-0.431641,-0.599243,-0.401779
42,-0.202957,-1.069916,0.060532
43,-0.051849,-1.396790,0.036758
44,0.149033,-0.641998,-0.158752
45,-0.232727,-0.750839,-0.257416
46,0.081161,-1.476044,-0.059158
47,-0.071655,-1.543549,-0.380768
48,0.165909,-0.799530,-0.316299
49,0.189621,-0.699631,-0.505508
50,0.278549,-0.908783,-0.328552
51,0.160797,-1.044098,-0.371033
52,0.078598,-1.476868,-0.289398
53,0.090363,-1.246902,-0.496490
54,0.072052,-0.780350,-0.403519
55,0.064453,-0.660065,0.147430
56,0.194931,-0.540131,0.067780
57,0.168030,-1.057800,-0.944977
58,0.194244,-1.031494,-0.385635
59,0.087677,-0.834671,-0.397141
60,0.048141,-0.947662,-0.448593
61,0.185181,-0.771210,-0.389587
62,0.078110,-0.842087,-0.470566
63,0.251953,-1.003922,-0.480453
64,-0.269684,-0.830032,-0.305832
65,0.139099,-0.766052,-0.457962
66,-0.228790,-1.275574,-0.336105
67,-0.031830,-0.818054,-0.539108
68,0.136200,-1.182800,-0.391785
69,0.246811,-1.152832,-0.524246
70,-0.029160,-0.910889,-0.404404
71,-0.150253,-0.621994,-0.170334
72,-0.266861,-0.721756,-0.430420
73,-0.348511,-0.909332,-0.520706
74,-0.083618,-0.999695,-0.464005
75,-0.085785,-1.016006,-0.023178
76,-0.387222,-0.900162,-0.420471
77,-0.354630,-1.328003,-0.682663
78,-0.054947,-1.409058,-0.305237
79,-0.241135,-1.138580,-0.037064
80,0.030731,-0.206726,0.292892
81,0.394348,-0.051620,0.060898
82,0.034836,-0.907059,-0.249298
83,-0.524612,-1.532074,-1.019226
84,-0.278397,-1.232346,-0.641556
85,-0.153580,-0.897095,-0.472015
86,-0.207840,-0.753510,-0.449463
87,-0.179382,-1.233505,-0.427536
88,-0.028503,-1.133194,-0.673004
89,0.087570,-0.484894,-0.069687
90,-0.068939,-0.521271,-0.308609
91,0.163818,-1.403564,-0.528076
92,0.183609,-0.945526,-0.566208
93,-0.077988,-1.159622,-0.519455
94,-0.071350,-1.042770,-0.466553
95,-0.010544,-0.752213,-0.457962
96,-0.032455,-0.677643,-0.288300
